taget,date,day,times,open,high,low,close,volume,MA.MA1,MA.MA2,MA.MA3,MA.MA4,VOL-TDX.VOLUME,VOL-TDX.MAVOL1,VOL-TDX.MAVOL2,MACD.DIF,MACD.DEA,MACD.MACD
202306190942 , 2023/06/19 09:42,2023/6/19,9:42,2580.13,2580.35,2577.57,2577.57,60194,2578.43,2579.29,2587.95,2597.08,60194,57085,64641,-6.1,-5.47,-1.26
202306190943 , 2023/06/19 09:43,2023/6/19,9:43,2577.76,2579.41,2577.31,2579.26,52574,2578.76,2579.08,2586.88,2596.76,52574,56307,62361,-5.87,-5.55,-0.64
202306190944 , 2023/06/19 09:44,2023/6/19,9:44,2579.12,2579.32,2577.27,2579.32,42898,2579.02,2578.85,2585.84,2596.47,42898,53422,59090,-5.62,-5.56,-0.11
202306190945 , 2023/06/19 09:45,2023/6/19,9:45,2578.76,2579.49,2576.97,2576.97,36838,2578.73,2578.66,2584.7,2596.11,36838,50153,55502,-5.55,-5.56,0.03
202306190946 , 2023/06/19 09:46,2023/6/19,9:46,2576.32,2578.94,2576.21,2576.21,59258,2577.87,2578.22,2583.52,2595.74,59258,50352,54840,-5.49,-5.55,0.12
202306190947 , 2023/06/19 09:47,2023/6/19,9:47,2576.27,2576.3,2574.99,2575.6,49781,2577.47,2577.95,2582.3,2595.36,49781,48270,52678,-5.43,-5.52,0.19
202306190948 , 2023/06/19 09:48,2023/6/19,9:48,2575.95,2575.95,2573.53,2573.53,41200,2576.33,2577.54,2580.98,2594.94,41200,45995,51151,-5.48,-5.51,0.06
202306190949 , 2023/06/19 09:49,2023/6/19,9:49,2573.64,2575.48,2573.35,2575.48,56674,2575.56,2577.29,2579.75,2594.53,56674,48750,51086,-5.31,-5.47,0.33
202306190950 , 2023/06/19 09:50,2023/6/19,9:50,2575.3,2576.23,2575.18,2575.92,38375,2575.35,2577.04,2578.5,2594.13,38375,49058,49605,-5.08,-5.39,0.64
202306190951 , 2023/06/19 09:51,2023/6/19,9:51,2576.37,2576.37,2574.58,2575.37,44337,2575.18,2576.52,2578.1,2593.72,44337,46073,48213,-4.88,-5.29,0.82
202306190952 , 2023/06/19 09:52,2023/6/19,9:52,2575.09,2576.6,2574.98,2576.6,33339,2575.38,2576.43,2577.86,2593.34,33339,42785,45527,-4.57,-5.15,1.15
202306190953 , 2023/06/19 09:53,2023/6/19,9:53,2576.57,2579.02,2575.56,2578.41,49567,2576.36,2576.34,2577.71,2592.97,49567,44458,45227,-4.14,-4.95,1.62
202306190954 , 2023/06/19 09:54,2023/6/19,9:54,2578.18,2578.42,2576.33,2576.51,31985,2576.56,2576.06,2577.46,2592.58,31985,39521,44135,-3.9,-4.74,1.68
202306190955 , 2023/06/19 09:55,2023/6/19,9:55,2577.17,2577.17,2574.64,2574.64,37715,2576.31,2575.83,2577.25,2592.16,37715,39389,44223,-3.82,-4.55,1.47
202306190956 , 2023/06/19 09:56,2023/6/19,9:56,2574.86,2575.07,2574.06,2574.33,38832,2576.1,2575.64,2576.93,2591.72,38832,38288,42181,-3.73,-4.39,1.31
202306190957 , 2023/06/19 09:57,2023/6/19,9:57,2574.28,2575.44,2573.9,2575.28,31600,2575.83,2575.61,2576.78,2591.3,31600,37940,40362,-3.55,-4.22,1.34
202306190958 , 2023/06/19 09:58,2023/6/19,9:58,2575.24,2575.8,2574.93,2575.11,31044,2575.17,2575.77,2576.65,2590.89,31044,34235,39347,-3.38,-4.05,1.35
202306190959 , 2023/06/19 09:59,2023/6/19,9:59,2575.21,2575.29,2574.37,2575.29,35642,2574.93,2575.75,2576.52,2590.44,35642,34967,37244,-3.19,-3.88,1.37
202306191000 , 2023/06/19 10:00,2023/6/19,10:00,2575.15,2575.5,2574.57,2574.82,30901,2574.97,2575.64,2576.34,2589.99,30901,33604,36496,-3.05,-3.71,1.33
202306191001 , 2023/06/19 10:01,2023/6/19,10:01,2575.2,2575.34,2573.06,2573.26,44009,2574.75,2575.43,2575.97,2589.51,44009,34639,36463,-3.02,-3.58,1.1
202306191002 , 2023/06/19 10:02,2023/6/19,10:02,2573.02,2574.91,2572.75,2574.07,37800,2574.51,2575.17,2575.8,2589.04,37800,35879,36910,-2.91,-3.44,1.07
202306191003 , 2023/06/19 10:03,2023/6/19,10:03,2573.95,2573.95,2572.28,2572.28,33550,2573.94,2574.56,2575.45,2588.53,33550,36380,35308,-2.92,-3.34,0.83
202306191004 , 2023/06/19 10:04,2023/6/19,10:04,2572.24,2572.68,2571.48,2571.82,38576,2573.25,2574.09,2575.08,2588.02,38576,36967,35967,-2.94,-3.26,0.64
202306191005 , 2023/06/19 10:05,2023/6/19,10:05,2571.91,2572.1,2571.36,2571.63,38515,2572.61,2573.79,2574.81,2587.48,38515,38490,36047,-2.94,-3.19,0.52
202306191006 , 2023/06/19 10:06,2023/6/19,10:06,2572.1,2572.1,2570.91,2570.91,38306,2572.14,2573.45,2574.54,2586.93,38306,37349,35994,-2.96,-3.15,0.38
202306191007 , 2023/06/19 10:07,2023/6/19,10:07,2570.8,2571.55,2570.15,2571.01,49944,2571.53,2573.02,2574.31,2586.38,49944,39778,37829,-2.93,-3.1,0.35
202306191008 , 2023/06/19 10:08,2023/6/19,10:08,2571.15,2571.29,2570.65,2570.97,31465,2571.27,2572.61,2574.19,2585.82,31465,39361,37871,-2.88,-3.06,0.36
202306191009 , 2023/06/19 10:09,2023/6/19,10:09,2571.05,2571.15,2570.13,2570.96,31693,2571.1,2572.17,2573.96,2585.27,31693,37985,37476,-2.81,-3.01,0.4
202306191010 , 2023/06/19 10:10,2023/6/19,10:10,2570.83,2571.27,2569.89,2570.17,34697,2570.8,2571.71,2573.67,2584.7,34697,37221,37856,-2.78,-2.96,0.36
202306191011 , 2023/06/19 10:11,2023/6/19,10:11,2569.65,2570.18,2569.01,2569.01,27018,2570.42,2571.28,2573.35,2584.12,27018,34963,36156,-2.82,-2.93,0.22
202306191012 , 2023/06/19 10:12,2023/6/19,10:12,2568.92,2569.44,2568.61,2568.92,33247,2570.01,2570.77,2572.97,2583.55,33247,31624,35701,-2.83,-2.91,0.17
202306191013 , 2023/06/19 10:13,2023/6/19,10:13,2568.77,2569.41,2567.98,2568.19,32125,2569.45,2570.36,2572.46,2582.96,32125,31756,35559,-2.86,-2.9,0.08
202306191014 , 2023/06/19 10:14,2023/6/19,10:14,2567.72,2569.38,2567.22,2568.19,36375,2568.9,2570,2572.04,2582.36,36375,32692,35339,-2.85,-2.89,0.08
202306191015 , 2023/06/19 10:15,2023/6/19,10:15,2568.51,2568.67,2567.76,2568.63,30163,2568.59,2569.7,2571.74,2581.78,30163,31786,34503,-2.78,-2.87,0.18
202306191016 , 2023/06/19 10:16,2023/6/19,10:16,2568.6,2568.6,2567.35,2567.42,24891,2568.27,2569.35,2571.4,2581.17,24891,31360,33162,-2.79,-2.85,0.13
202306191017 , 2023/06/19 10:17,2023/6/19,10:17,2567.16,2569.63,2567.16,2569.63,33594,2568.41,2569.21,2571.11,2580.6,33594,31430,31527,-2.59,-2.8,0.43
202306191018 , 2023/06/19 10:18,2023/6/19,10:18,2569.63,2569.83,2568.59,2568.9,23486,2568.55,2569,2570.8,2580.04,23486,29702,30729,-2.46,-2.73,0.55
202306191019 , 2023/06/19 10:19,2023/6/19,10:19,2569.33,2569.33,2568.16,2568.46,22521,2568.61,2568.75,2570.46,2579.46,22521,26931,29812,-2.36,-2.66,0.59
202306191020 , 2023/06/19 10:20,2023/6/19,10:20,2568.74,2569.2,2568.51,2568.74,23599,2568.63,2568.61,2570.16,2578.89,23599,25618,28702,-2.24,-2.57,0.67
202306191021 , 2023/06/19 10:21,2023/6/19,10:21,2568.93,2569.21,2568.44,2568.68,26175,2568.88,2568.58,2569.93,2578.34,26175,25875,28618,-2.12,-2.48,0.73
202306191022 , 2023/06/19 10:22,2023/6/19,10:22,2568.52,2568.87,2567.21,2567.28,26773,2568.41,2568.41,2569.59,2577.78,26773,24511,27970,-2.12,-2.41,0.59
202306191023 , 2023/06/19 10:23,2023/6/19,10:23,2567.47,2568.42,2567.38,2568.14,29501,2568.26,2568.41,2569.38,2577.24,29501,25714,27708,-2.02,-2.33,0.62
202306191024 , 2023/06/19 10:24,2023/6/19,10:24,2568.3,2568.34,2567.12,2567.12,21689,2567.99,2568.3,2569.15,2576.69,21689,25547,26239,-2,-2.27,0.53
202306191025 , 2023/06/19 10:25,2023/6/19,10:25,2566.82,2568.83,2566.82,2568.35,32497,2567.91,2568.27,2568.98,2576.16,32497,27327,26473,-1.87,-2.19,0.64
202306191026 , 2023/06/19 10:26,2023/6/19,10:26,2568.14,2568.14,2566.92,2567.86,35349,2567.75,2568.32,2568.83,2575.63,35349,29162,27518,-1.78,-2.1,0.65
202306191027 , 2023/06/19 10:27,2023/6/19,10:27,2568.1,2568.39,2567.09,2567.12,38737,2567.72,2568.06,2568.64,2575.08,38737,31555,28033,-1.75,-2.03,0.57
202306191028 , 2023/06/19 10:28,2023/6/19,10:28,2567,2568.16,2566.68,2567.13,28392,2567.52,2567.89,2568.44,2574.54,28392,31333,28523,-1.71,-1.97,0.52
202306191029 , 2023/06/19 10:29,2023/6/19,10:29,2566.97,2567.64,2566.69,2567.29,24740,2567.55,2567.77,2568.26,2573.99,24740,31943,28745,-1.64,-1.9,0.53
202306191030 , 2023/06/19 10:30,2023/6/19,10:30,2567.46,2568.23,2567.34,2567.5,24316,2567.38,2567.65,2568.13,2573.43,24316,30307,28817,-1.55,-1.83,0.56
202306191031 , 2023/06/19 10:31,2023/6/19,10:31,2567.31,2567.5,2566.87,2567.34,22084,2567.28,2567.51,2568.04,2573.17,22084,27654,28408,-1.48,-1.76,0.57
202306191032 , 2023/06/19 10:32,2023/6/19,10:32,2567.2,2567.2,2565.6,2565.6,29628,2566.97,2567.34,2567.88,2572.9,29628,25832,28693,-1.54,-1.72,0.35
202306191033 , 2023/06/19 10:33,2023/6/19,10:33,2565.49,2566.2,2565.02,2565.12,23086,2566.57,2567.04,2567.73,2572.63,23086,24771,28052,-1.61,-1.7,0.17
202306191034 , 2023/06/19 10:34,2023/6/19,10:34,2565.25,2565.26,2563.76,2564.21,20248,2565.95,2566.75,2567.53,2572.34,20248,23872,27908,-1.72,-1.7,-0.04
202306191035 , 2023/06/19 10:35,2023/6/19,10:35,2564.29,2564.29,2562.97,2563.39,20101,2565.13,2566.26,2567.26,2572.08,20101,23029,26668,-1.86,-1.73,-0.24
202306191036 , 2023/06/19 10:36,2023/6/19,10:36,2563.38,2564.18,2562.56,2564.18,21999,2564.5,2565.89,2567.1,2571.81,21999,23012,25333,-1.87,-1.76,-0.23
202306191037 , 2023/06/19 10:37,2023/6/19,10:37,2564.31,2564.99,2563.48,2564.12,24570,2564.2,2565.59,2566.83,2571.57,24570,22001,23916,-1.87,-1.78,-0.18
202306191038 , 2023/06/19 10:38,2023/6/19,10:38,2564.34,2564.78,2563.76,2564.5,21478,2564.08,2565.32,2566.61,2571.35,21478,21679,23225,-1.82,-1.79,-0.06
202306191039 , 2023/06/19 10:39,2023/6/19,10:39,2564.47,2565.36,2564.47,2565.04,26825,2564.25,2565.1,2566.44,2571.14,26825,22995,23434,-1.71,-1.78,0.12
202306191040 , 2023/06/19 10:40,2023/6/19,10:40,2564.85,2566.34,2564.67,2566.08,22160,2564.78,2564.96,2566.3,2570.93,22160,23406,23218,-1.53,-1.73,0.39
202306191041 , 2023/06/19 10:41,2023/6/19,10:41,2566,2566,2565.33,2565.54,17468,2565.06,2564.78,2566.15,2570.68,17468,22500,22756,-1.41,-1.66,0.51
202306191042 , 2023/06/19 10:42,2023/6/19,10:42,2565.25,2565.41,2564.73,2565.19,18260,2565.27,2564.74,2566.04,2570.48,18260,21238,21620,-1.33,-1.6,0.53
202306191043 , 2023/06/19 10:43,2023/6/19,10:43,2565.25,2567.78,2565.25,2567.08,27248,2565.79,2564.93,2565.99,2570.27,27248,22392,22036,-1.1,-1.5,0.8
202306191044 , 2023/06/19 10:44,2023/6/19,10:44,2567.12,2567.54,2566.66,2567.54,15655,2566.29,2565.27,2566.01,2570.08,15655,20158,21576,-0.87,-1.37,1
202306191045 , 2023/06/19 10:45,2023/6/19,10:45,2567.59,2567.82,2566.59,2566.88,15579,2566.45,2565.61,2565.94,2569.91,15579,18842,21124,-0.73,-1.24,1.02
202306191046 , 2023/06/19 10:46,2023/6/19,10:46,2566.6,2567.4,2566.6,2566.94,18165,2566.73,2565.89,2565.89,2569.75,18165,18981,20741,-0.61,-1.12,1.01
202306191047 , 2023/06/19 10:47,2023/6/19,10:47,2567.14,2567.92,2566.72,2567.25,22499,2567.14,2566.2,2565.9,2569.62,22499,19829,20534,-0.49,-0.99,1.01
202306191048 , 2023/06/19 10:48,2023/6/19,10:48,2566.86,2568.6,2566.86,2568.5,27442,2567.42,2566.6,2565.96,2569.53,27442,19868,21130,-0.28,-0.85,1.13
202306191049 , 2023/06/19 10:49,2023/6/19,10:49,2568.08,2568.34,2567.55,2567.88,17838,2567.49,2566.89,2565.99,2569.41,17838,20305,20231,-0.17,-0.71,1.09
202306191050 , 2023/06/19 10:50,2023/6/19,10:50,2567.78,2568.76,2567.78,2568.34,17647,2567.78,2567.11,2566.04,2569.28,17647,20718,19780,-0.04,-0.58,1.08
202306191051 , 2023/06/19 10:51,2023/6/19,10:51,2568.41,2569.44,2567.69,2567.84,23884,2567.96,2567.34,2566.06,2569.15,23884,21862,20422,0.02,-0.46,0.96
202306191052 , 2023/06/19 10:52,2023/6/19,10:52,2568.2,2568.75,2567.44,2568.75,19590,2568.26,2567.7,2566.22,2569.02,19590,21280,20555,0.14,-0.34,0.96
202306191053 , 2023/06/19 10:53,2023/6/19,10:53,2568.31,2568.31,2567.15,2567.45,19926,2568.05,2567.74,2566.33,2568.84,19926,19777,19823,0.13,-0.25,0.75
202306191054 , 2023/06/19 10:54,2023/6/19,10:54,2567.31,2567.31,2566.88,2566.89,14966,2567.85,2567.67,2566.47,2568.68,14966,19203,19754,0.07,-0.18,0.51
202306191055 , 2023/06/19 10:55,2023/6/19,10:55,2566.84,2566.84,2566.2,2566.32,19184,2567.45,2567.62,2566.62,2568.54,19184,19510,20114,-0.02,-0.15,0.27
202306191056 , 2023/06/19 10:56,2023/6/19,10:56,2566.24,2566.24,2565.36,2565.42,22526,2566.97,2567.46,2566.68,2568.39,22526,19238,20550,-0.16,-0.15,-0.01
202306191057 , 2023/06/19 10:57,2023/6/19,10:57,2565.26,2566.65,2564.93,2566.65,24066,2566.55,2567.4,2566.8,2568.25,24066,20134,20707,-0.17,-0.15,-0.03
202306191058 , 2023/06/19 10:58,2023/6/19,10:58,2566.57,2566.87,2566.17,2566.34,14762,2566.32,2567.19,2566.9,2568.1,14762,19101,19439,-0.2,-0.16,-0.07
202306191059 , 2023/06/19 10:59,2023/6/19,10:59,2566.25,2566.64,2565.82,2565.82,13926,2566.11,2566.98,2566.94,2567.94,13926,18893,19048,-0.26,-0.18,-0.16
202306191100 , 2023/06/19 11:00,2023/6/19,11:00,2565.87,2566.07,2565.09,2565.48,18141,2565.94,2566.7,2566.9,2567.79,18141,18684,19097,-0.34,-0.22,-0.25
202306191101 , 2023/06/19 11:01,2023/6/19,11:01,2565.7,2567.02,2565.7,2566.55,19768,2566.17,2566.57,2566.96,2567.68,19768,18133,18686,-0.31,-0.23,-0.15
202306191102 , 2023/06/19 11:02,2023/6/19,11:02,2566.82,2567.22,2566.53,2567.05,16939,2566.25,2566.4,2567.05,2567.56,16939,16707,18420,-0.24,-0.23,-0.01
202306191103 , 2023/06/19 11:03,2023/6/19,11:03,2567.11,2567.55,2566.78,2566.8,22083,2566.34,2566.33,2567.03,2567.47,22083,18171,18636,-0.2,-0.23,0.05
202306191104 , 2023/06/19 11:04,2023/6/19,11:04,2567.19,2567.6,2566.86,2567.27,17681,2566.63,2566.37,2567.02,2567.39,17681,18922,18908,-0.14,-0.21,0.15
202306191105 , 2023/06/19 11:05,2023/6/19,11:05,2567.09,2567.09,2566.27,2566.37,17137,2566.81,2566.38,2567,2567.31,17137,18722,18703,-0.15,-0.2,0.09
202306191106 , 2023/06/19 11:06,2023/6/19,11:06,2566.27,2566.66,2566.08,2566.37,16602,2566.77,2566.47,2566.97,2567.23,16602,18088,18111,-0.16,-0.19,0.05
202306191107 , 2023/06/19 11:07,2023/6/19,11:07,2566.27,2566.27,2564.83,2565.43,21834,2566.45,2566.35,2566.88,2567.14,21834,19067,17887,-0.25,-0.2,-0.09
202306191108 , 2023/06/19 11:08,2023/6/19,11:08,2565.47,2565.47,2564.53,2564.8,19064,2566.05,2566.19,2566.69,2567.03,19064,18464,18318,-0.36,-0.23,-0.25
202306191109 , 2023/06/19 11:09,2023/6/19,11:09,2564.85,2564.97,2564.17,2564.2,18804,2565.43,2566.03,2566.51,2566.92,18804,18688,18805,-0.49,-0.29,-0.41
202306191110 , 2023/06/19 11:10,2023/6/19,11:10,2564.29,2564.58,2563.67,2563.67,13862,2564.89,2565.85,2566.27,2566.81,13862,18033,18377,-0.63,-0.35,-0.55
202306191111 , 2023/06/19 11:11,2023/6/19,11:11,2563.87,2564.18,2563.45,2563.81,19026,2564.38,2565.58,2566.07,2566.73,19026,18518,18303,-0.72,-0.43,-0.59
202306191112 , 2023/06/19 11:12,2023/6/19,11:12,2563.58,2563.58,2562.38,2562.38,19926,2563.77,2565.11,2565.75,2566.62,19926,18136,18602,-0.9,-0.52,-0.75
202306191113 , 2023/06/19 11:13,2023/6/19,11:13,2562.53,2562.8,2561.58,2561.92,22317,2563.2,2564.62,2565.48,2566.51,22317,18787,18625,-1.06,-0.63,-0.87
202306191114 , 2023/06/19 11:14,2023/6/19,11:14,2561.86,2562.43,2561.82,2561.94,14630,2562.74,2564.09,2565.23,2566.41,14630,17952,18320,-1.18,-0.74,-0.88
202306191115 , 2023/06/19 11:15,2023/6/19,11:15,2561.99,2562.34,2561.53,2561.59,14803,2562.33,2563.61,2564.99,2566.29,14803,18140,18087,-1.28,-0.85,-0.87
202306191116 , 2023/06/19 11:16,2023/6/19,11:16,2561.75,2561.98,2561.38,2561.61,20158,2561.89,2563.14,2564.8,2566.19,20158,18367,18442,-1.35,-0.95,-0.8
202306191117 , 2023/06/19 11:17,2023/6/19,11:17,2561.95,2562.01,2561.4,2561.59,15197,2561.73,2562.75,2564.55,2566.06,15197,17421,17779,-1.39,-1.04,-0.7
202306191118 , 2023/06/19 11:18,2023/6/19,11:18,2561.66,2561.76,2561.13,2561.72,22259,2561.69,2562.44,2564.32,2565.94,22259,17409,18098,-1.39,-1.11,-0.57
202306191119 , 2023/06/19 11:19,2023/6/19,11:19,2561.79,2562.31,2561.74,2561.83,22447,2561.67,2562.21,2564.12,2565.83,22447,18973,18463,-1.37,-1.16,-0.42
202306191120 , 2023/06/19 11:20,2023/6/19,11:20,2561.73,2562,2561.44,2561.79,17394,2561.71,2562.02,2563.93,2565.71,17394,19491,18816,-1.34,-1.2,-0.29
202306191121 , 2023/06/19 11:21,2023/6/19,11:21,2561.9,2562.23,2561.65,2561.96,15484,2561.78,2561.83,2563.71,2565.6,15484,18556,18462,-1.29,-1.21,-0.15
202306191122 , 2023/06/19 11:22,2023/6/19,11:22,2561.56,2562.02,2561.11,2561.42,18369,2561.74,2561.74,2563.42,2565.5,18369,19191,18306,-1.28,-1.23,-0.1
202306191123 , 2023/06/19 11:23,2023/6/19,11:23,2561.56,2562.13,2561.42,2561.63,15598,2561.73,2561.71,2563.17,2565.4,15598,17858,17634,-1.24,-1.23,-0.01
202306191124 , 2023/06/19 11:24,2023/6/19,11:24,2562.05,2562.16,2561.36,2561.36,22863,2561.63,2561.65,2562.87,2565.3,22863,17942,18457,-1.21,-1.23,0.03
202306191125 , 2023/06/19 11:25,2023/6/19,11:25,2561.85,2562.22,2561.53,2561.84,19741,2561.64,2561.68,2562.64,2565.19,19741,18411,18951,-1.14,-1.21,0.14
202306191126 , 2023/06/19 11:26,2023/6/19,11:26,2561.78,2562.04,2561.25,2561.53,20426,2561.56,2561.67,2562.4,2565.09,20426,19399,18978,-1.1,-1.19,0.18
202306191127 , 2023/06/19 11:27,2023/6/19,11:27,2561.44,2561.91,2561.19,2561.42,15222,2561.56,2561.65,2562.2,2564.99,15222,18770,18980,-1.06,-1.16,0.21
202306191128 , 2023/06/19 11:28,2023/6/19,11:28,2561.54,2561.75,2560.97,2561.46,11818,2561.52,2561.62,2562.03,2564.9,11818,18014,17936,-1.01,-1.13,0.24
202306191129 , 2023/06/19 11:29,2023/6/19,11:29,2561.62,2561.9,2561.21,2561.5,15006,2561.55,2561.59,2561.9,2564.8,15006,16443,17192,-0.96,-1.1,0.27
202306191130 , 2023/06/19 11:30,2023/6/19,11:30,2561.39,2562.83,2561.39,2562.83,13738,2561.75,2561.69,2561.86,2564.72,13738,15242,16827,-0.81,-1.04,0.47
202306191301 , 2023/06/19 13:01,2023/6/19,13:01,2562.76,2562.76,2560.21,2560.4,59090,2561.52,2561.54,2561.69,2564.61,59090,22975,21187,-0.87,-1,0.27
202306191302 , 2023/06/19 13:02,2023/6/19,13:02,2560.38,2560.98,2560.03,2560.55,24685,2561.35,2561.45,2561.59,2564.52,24685,24867,21819,-0.89,-0.98,0.18
202306191303 , 2023/06/19 13:03,2023/6/19,13:03,2560.68,2562.1,2560.45,2561.91,23718,2561.44,2561.48,2561.59,2564.47,23718,27247,22631,-0.8,-0.95,0.3
202306191304 , 2023/06/19 13:04,2023/6/19,13:04,2561.63,2562.42,2561.63,2562.32,32939,2561.6,2561.58,2561.61,2564.44,32939,30834,23638,-0.68,-0.89,0.43
202306191305 , 2023/06/19 13:05,2023/6/19,13:05,2562.05,2562.94,2561.94,2562.76,27271,2561.59,2561.67,2561.67,2564.43,27271,33541,24391,-0.54,-0.82,0.56
202306191306 , 2023/06/19 13:06,2023/6/19,13:06,2562.72,2563.06,2561.91,2562.53,18146,2562.01,2561.77,2561.72,2564.4,18146,25352,24163,-0.45,-0.75,0.6
202306191307 , 2023/06/19 13:07,2023/6/19,13:07,2562.22,2562.61,2561.73,2562.11,22271,2562.33,2561.84,2561.74,2564.37,22271,24869,24868,-0.4,-0.68,0.55
202306191308 , 2023/06/19 13:08,2023/6/19,13:08,2561.76,2562.19,2561.54,2561.56,24336,2562.26,2561.85,2561.74,2564.32,24336,24993,26120,-0.41,-0.62,0.43
202306191309 , 2023/06/19 13:09,2023/6/19,13:09,2561.97,2563.12,2561.44,2562.6,22724,2562.31,2561.96,2561.77,2564.28,22724,22950,26892,-0.32,-0.56,0.48
202306191310 , 2023/06/19 13:10,2023/6/19,13:10,2562.81,2563.05,2562.32,2562.72,16120,2562.3,2561.95,2561.82,2564.22,16120,20719,27130,-0.24,-0.5,0.51
202306191311 , 2023/06/19 13:11,2023/6/19,13:11,2562.68,2563.2,2562.48,2562.95,16283,2562.39,2562.2,2561.87,2564.18,16283,20347,22849,-0.16,-0.43,0.54
202306191312 , 2023/06/19 13:12,2023/6/19,13:12,2562.85,2563.01,2561.43,2561.58,20511,2562.28,2562.3,2561.88,2564.12,20511,19995,22432,-0.2,-0.39,0.37
202306191313 , 2023/06/19 13:13,2023/6/19,13:13,2561.3,2562.02,2560.53,2560.84,20310,2562.14,2562.2,2561.84,2564.01,20310,19190,22091,-0.29,-0.37,0.15
202306191314 , 2023/06/19 13:14,2023/6/19,13:14,2560.71,2561.68,2560.71,2561.33,17060,2561.88,2562.1,2561.84,2563.91,17060,18057,20503,-0.32,-0.36,0.08
202306191315 , 2023/06/19 13:15,2023/6/19,13:15,2561.54,2561.78,2560.8,2561.12,27084,2561.56,2561.93,2561.8,2563.81,27084,20250,20485,-0.35,-0.36,0.01
202306191316 , 2023/06/19 13:16,2023/6/19,13:16,2561.25,2561.33,2560.48,2560.79,20274,2561.13,2561.76,2561.76,2563.71,20274,21048,20697,-0.4,-0.37,-0.08
202306191317 , 2023/06/19 13:17,2023/6/19,13:17,2560.47,2560.77,2559.86,2559.86,20376,2560.79,2561.54,2561.69,2563.59,20376,21021,20508,-0.51,-0.4,-0.23
202306191318 , 2023/06/19 13:18,2023/6/19,13:18,2559.95,2560.22,2559.19,2559.45,23655,2560.51,2561.32,2561.59,2563.44,23655,21690,20440,-0.62,-0.44,-0.37
202306191319 , 2023/06/19 13:19,2023/6/19,13:19,2559.38,2559.46,2558.52,2558.74,19202,2559.99,2560.94,2561.45,2563.28,19202,22118,20088,-0.76,-0.51,-0.51
202306191320 , 2023/06/19 13:20,2023/6/19,13:20,2558.54,2559.6,2558.38,2559.6,20023,2559.69,2560.63,2561.29,2563.14,20023,20706,20478,-0.79,-0.56,-0.46
202306191321 , 2023/06/19 13:21,2023/6/19,13:21,2559.11,2559.75,2558.8,2559.56,16521,2559.44,2560.29,2561.24,2563,16521,19955,20502,-0.81,-0.61,-0.4
202306191322 , 2023/06/19 13:22,2023/6/19,13:22,2558.95,2559.08,2557.74,2557.85,19620,2559.04,2559.91,2561.11,2562.82,19620,19804,20413,-0.95,-0.68,-0.54
202306191323 , 2023/06/19 13:23,2023/6/19,13:23,2557.69,2557.87,2556.91,2557.05,20459,2558.56,2559.54,2560.87,2562.65,20459,19165,20427,-1.11,-0.77,-0.7
202306191324 , 2023/06/19 13:24,2023/6/19,13:24,2556.94,2557.67,2556.89,2557.57,22752,2558.33,2559.16,2560.63,2562.49,22752,19875,20997,-1.19,-0.85,-0.67
202306191325 , 2023/06/19 13:25,2023/6/19,13:25,2557.51,2559.16,2557.48,2559.16,19681,2558.24,2558.96,2560.45,2562.37,19681,19807,20256,-1.11,-0.9,-0.41
202306191326 , 2023/06/19 13:26,2023/6/19,13:26,2558.87,2560.46,2558.66,2559.5,23173,2558.23,2558.83,2560.3,2562.27,23173,21137,20546,-1,-0.92,-0.16
202306191327 , 2023/06/19 13:27,2023/6/19,13:27,2559.45,2561.13,2559.45,2560.39,15950,2558.73,2558.89,2560.21,2562.17,15950,20403,20104,-0.84,-0.91,0.14
202306191328 , 2023/06/19 13:28,2023/6/19,13:28,2560.92,2561.94,2560.4,2561.9,18868,2559.7,2559.13,2560.23,2562.09,18868,20085,19625,-0.58,-0.84,0.52
202306191329 , 2023/06/19 13:29,2023/6/19,13:29,2562.09,2562.59,2561.46,2561.74,18412,2560.54,2559.43,2560.19,2562.03,18412,19217,19546,-0.38,-0.75,0.73
202306191330 , 2023/06/19 13:30,2023/6/19,13:30,2561.83,2563.14,2561.74,2562.49,18562,2561.2,2559.72,2560.17,2561.98,18562,18993,19400,-0.16,-0.63,0.93
202306191331 , 2023/06/19 13:31,2023/6/19,13:31,2563.22,2564.5,2562.68,2564.5,22478,2562.2,2560.22,2560.25,2561.94,22478,18854,19996,0.17,-0.47,1.28
202306191332 , 2023/06/19 13:32,2023/6/19,13:32,2564.51,2564.63,2563.82,2564.03,14749,2562.93,2560.83,2560.37,2561.89,14749,18614,19508,0.39,-0.3,1.38
202306191333 , 2023/06/19 13:33,2023/6/19,13:33,2564.18,2564.51,2563.6,2563.6,18786,2563.27,2561.49,2560.51,2561.84,18786,18597,19341,0.53,-0.13,1.32
202306191334 , 2023/06/19 13:34,2023/6/19,13:34,2563.73,2564.57,2563.73,2564.36,14392,2563.8,2562.17,2560.66,2561.79,14392,17793,18505,0.69,0.03,1.31
202306191335 , 2023/06/19 13:35,2023/6/19,13:35,2564.23,2564.48,2564,2564.46,16644,2564.19,2562.7,2560.83,2561.76,16644,17410,18201,0.81,0.19,1.25
202306191336 , 2023/06/19 13:36,2023/6/19,13:36,2564.47,2564.54,2562.66,2562.85,21362,2563.86,2563.03,2560.93,2561.7,21362,17187,18020,0.77,0.3,0.94
202306191337 , 2023/06/19 13:37,2023/6/19,13:37,2562.63,2562.91,2561.76,2561.91,15646,2563.44,2563.18,2561.04,2561.64,15646,17366,17990,0.66,0.37,0.57
